ASIN,Group_int,TF_IDF 
0198775180,0,"  (0, 796)	0.7426953046404597
  (0, 803)	0.6696295128390136"
B00005R5L9,1,"  (0, 355)	1.0"
B00006SKPY,1,"  (0, 696)	0.44844468062592835
  (0, 43)	0.4749206118080102
  (0, 409)	0.4811501542365437
  (0, 531)	0.42690376898442955
  (0, 803)	0.3994940325001779"
0380786230,0,"  (0, 93)	0.6957298805797001
  (0, 369)	0.7183035105500711"
0671516922,0,
0553289640,0,"  (0, 820)	0.7715637472582126
  (0, 98)	0.6361520132145029"
0811201090,0,
1573240834,0,"  (0, 807)	0.4162383367668472
  (0, 176)	0.3790333305699714
  (0, 187)	0.4162383367668472
  (0, 167)	0.3790333305699714
  (0, 255)	0.3944748033025766
  (0, 471)	0.30136926262550456
  (0, 245)	0.3460129473721468"
B000009NWQ,1,"  (0, 210)	0.7672464959436888
  (0, 339)	0.6413523325459503"
1841762903,0,"  (0, 161)	0.479925021912625
  (0, 35)	0.47402645480260547
  (0, 176)	0.4370274513692931
  (0, 7)	0.38823131371594166
  (0, 12)	0.4508373845296042"
0486201961,0,"  (0, 555)	0.5356929720778334
  (0, 34)	0.5175689545827789
  (0, 451)	0.4812266558577096
  (0, 539)	0.46214318410046107"
158715286X,0,
B00004T0F2,1,"  (0, 650)	1.0"
6303257437,3,"  (0, 647)	0.7897507231413062
  (0, 841)	0.6134279055421135"
1561483761,0,"  (0, 418)	0.738614597837051
  (0, 100)	0.2166025873485892
  (0, 101)	0.26680911273556535
  (0, 459)	0.5799523190549104"
B00005AV1R,1,
0807553395,0,"  (0, 533)	0.5907897632274514
  (0, 532)	0.5788479287531125
  (0, 135)	0.5620520714701471"
0312261217,0,"  (0, 34)	1.0"
038079540X,0,"  (0, 291)	0.44730715565627355
  (0, 474)	0.469674478661994
  (0, 549)	0.40907173071189223
  (0, 732)	0.5381953502375155
  (0, 449)	0.3497545949767828"
0486290808,0,"  (0, 145)	0.7109707781335839
  (0, 184)	0.7032215530258769"
B000009QT8,1,
0899222854,0,"  (0, 424)	1.0"
0374435251,0,"  (0, 100)	1.0"
0860084906,0,
0898799279,0,"  (0, 258)	0.634049273623818
  (0, 878)	0.519291233570748
  (0, 298)	0.5729905176821686"
9021332086,0,"  (0, 564)	0.6704801084576838
  (0, 119)	0.7419275060021515"
B00002EPK7,1,"  (0, 133)	1.0"
B00004UENB,1,"  (0, 6)	1.0"
0070119589,0,
0465097197,0,"  (0, 72)	0.6142048645886443
  (0, 101)	0.5511710797930126
  (0, 150)	0.5647679391709921"
0590762508,0,"  (0, 295)	0.4616121644362112
  (0, 349)	0.42867343834573746
  (0, 492)	0.42867343834573746
  (0, 590)	0.38086755119707455
  (0, 783)	0.40977013693186093
  (0, 101)	0.3262218868840509"
0316109932,0,"  (0, 29)	0.40332445354905655
  (0, 59)	0.8166864749691374
  (0, 141)	0.34089262287805794
  (0, 703)	0.23269036602136706"
0689831889,0,"  (0, 134)	0.5984014300265755
  (0, 40)	0.5698368673192017
  (0, 884)	0.5632065990256044"
0395340675,0,"  (0, 459)	1.0"
013833949X,0,"  (0, 28)	1.0"
0072126191,0,"  (0, 852)	0.43456022117801124
  (0, 704)	0.4450594036053814
  (0, 7)	0.38325569900027834
  (0, 741)	0.4450594036053814
  (0, 359)	0.2504209221786297
  (0, 51)	0.45321749702937886"
0385334249,0,"  (0, 448)	0.5003123068016649
  (0, 390)	0.5685373046040747
  (0, 876)	0.42914965988819187
  (0, 845)	0.4922230168878529"
0883903792,0,"  (0, 221)	0.8438609918068337
  (0, 359)	0.5365618571113558"
0803913710,0,"  (0, 690)	0.5550444889851034
  (0, 721)	0.459703058039487
  (0, 61)	0.49555156414564944
  (0, 52)	0.48479620558458353"
006027980X,0,"  (0, 533)	1.0"
0674242548,0,
B000002SMW,1,"  (0, 685)	0.8100922118349175
  (0, 803)	0.5863024887585001"
0292704925,0,"  (0, 773)	0.7120989206920921
  (0, 717)	0.7020791459295436"
0759248249,0,"  (0, 1)	1.0"
B00004T6FO,3,"  (0, 462)	1.0"
0028637054,0,"  (0, 853)	0.9861535265509545
  (0, 449)	0.1658349241598889"
0553379461,0,"  (0, 850)	0.691795974820212
  (0, 538)	0.72209301978523"
1859606202,0,"  (0, 263)	0.5065855154189735
  (0, 580)	0.4741598319921023
  (0, 249)	0.5065855154189735
  (0, 484)	0.41550495760744466
  (0, 703)	0.29878138339636023"
1574231596,0,"  (0, 328)	0.8008925281774872
  (0, 38)	0.5988081147658845"
1557504288,0,"  (0, 757)	0.4796909595755117
  (0, 406)	0.6304991490488138
  (0, 75)	0.6102191461681994"
068305032X,0,"  (0, 610)	0.7799860838596601
  (0, 484)	0.6257968592005486"
1567181368,0,"  (0, 206)	0.36016160587054136
  (0, 475)	0.3727735973511869
  (0, 342)	0.31838648857220825
  (0, 873)	0.36016160587054136
  (0, 701)	0.3073507215325504
  (0, 810)	0.36016160587054136
  (0, 765)	0.30265718772060873
  (0, 198)	0.35328267125445534
  (0, 170)	0.24422583169796402"
0764118366,0,"  (0, 552)	0.4215401547551707
  (0, 584)	0.4363014751009968
  (0, 84)	0.4032310137969955
  (0, 484)	0.3457501622140197
  (0, 812)	0.37639798063583024
  (0, 120)	0.35555975349447705
  (0, 170)	0.28584666774885314"
0375802940,0,"  (0, 412)	1.0"
1559361018,0,
0520024273,0,
0061065870,0,"  (0, 121)	0.4121952202652428
  (0, 526)	0.4121952202652428
  (0, 489)	0.42051807107627476
  (0, 533)	0.35219003217749406
  (0, 30)	0.38229554750290873
  (0, 89)	0.36963747235209876
  (0, 543)	0.2766499363937817"
1893441369,0,"  (0, 635)	0.5359651496651089
  (0, 466)	0.5391645926202349
  (0, 498)	0.5496301781077034
  (0, 703)	0.3463373611414278"
157230376X,0,"  (0, 559)	0.7764797923191525
  (0, 484)	0.6301421523116871"
0465026214,0,"  (0, 326)	0.3360595616396747
  (0, 479)	0.2856471898141309
  (0, 828)	0.33273554828815227
  (0, 196)	0.27218640222047086
  (0, 325)	0.6534923547747991
  (0, 876)	0.21647257635387407
  (0, 883)	0.3214631778432675
  (0, 543)	0.2083748126862039"
6302800889,3,"  (0, 334)	0.6784559667364026
  (0, 647)	0.5801833159964016
  (0, 841)	0.4506493326736356"
0963277642,0,"  (0, 324)	1.0"
B00006HIAC,1,"  (0, 336)	0.5065853082470543
  (0, 560)	0.4499425848739805
  (0, 109)	0.5262290957741395
  (0, 8)	0.5138150781612871"
1892718421,0,
0156006898,0,
0306804646,0,"  (0, 38)	0.5240948445416329
  (0, 146)	0.6721090664109731
  (0, 845)	0.5230621347154195"
0192842080,0,"  (0, 55)	0.450848018369398
  (0, 563)	0.4280605154139603
  (0, 58)	0.7072929534594011
  (0, 378)	0.3365069649540691"
B000003D0V,1,"  (0, 875)	1.0"
075345274X,0,"  (0, 100)	0.6367649870667198
  (0, 85)	0.7710579428589788"
0120451433,0,"  (0, 703)	1.0"
0451526910,0,"  (0, 713)	0.6940726491314277
  (0, 565)	0.5154165073198307
  (0, 150)	0.5026022102119216"
0800757815,0,
0521531454,0,"  (0, 115)	0.4450414318102141
  (0, 605)	0.8205130031390699
  (0, 764)	0.3587429938716842"
0940450151,0,"  (0, 439)	0.5754692175572933
  (0, 38)	0.43815141560732185
  (0, 267)	0.5284892685306726
  (0, 448)	0.4444745321086587"
0935626360,0,"  (0, 537)	0.6389201924073287
  (0, 554)	0.5187432532399457
  (0, 39)	0.4197384044755379
  (0, 543)	0.3827611484471086"
0345435435,0,"  (0, 540)	0.5219302845280541
  (0, 479)	0.49159060038636354
  (0, 423)	0.4997235734095634
  (0, 68)	0.4860080347926522"
0312291256,0,
1564022714,0,
155878120X,0,"  (0, 273)	0.7510873901290711
  (0, 201)	0.6602027964111485"
0972751408,0,"  (0, 197)	1.0"
6305996016,3,
0486290972,0,"  (0, 253)	0.5723872365978404
  (0, 802)	0.5996153041828431
  (0, 236)	0.5593159557616827"
0140284095,0,"  (0, 665)	1.0"
0801487552,0,"  (0, 338)	0.4604660312581932
  (0, 136)	0.45010702109995887
  (0, 249)	0.47756526622614653
  (0, 604)	0.4604660312581932
  (0, 764)	0.38115240280697205"
034536208X,0,
B0000040XN,1,"  (0, 866)	0.767660154505759
  (0, 141)	0.640857150372994"
0814403093,0,"  (0, 433)	0.7437013997675069
  (0, 538)	0.6685119505168556"
157673885X,0,"  (0, 611)	0.7288490364017284
  (0, 371)	0.6846744351414561"
0916360547,0,"  (0, 394)	0.5718657569968595
  (0, 92)	0.5718657569968595
  (0, 62)	0.5881658881207052"
0671027387,0,
B00000I8U0,1,"  (0, 211)	1.0"
0374427844,0,
0679724699,0,"  (0, 836)	0.6243598100428147
  (0, 398)	0.6028789657751679
  (0, 378)	0.4967008961429045"
0843138211,0,
0940780496,0,"  (0, 714)	0.6236919167240031
  (0, 252)	0.4201617565929079
  (0, 152)	0.6591452732970943"
0679803696,0,"  (0, 645)	0.44204120840286804
  (0, 750)	0.8969947436154418"
0812507452,0,"  (0, 545)	0.46392475306794545
  (0, 40)	0.46107225433214416
  (0, 578)	0.4302727415425516
  (0, 100)	0.29452485549165713
  (0, 703)	0.2961740256066863
  (0, 692)	0.46107225433214416"
0440410665,0,"  (0, 412)	0.9374650131660983
  (0, 565)	0.3480795154695074"
0226870332,0,
158017258X,0,"  (0, 754)	0.5374227939838335
  (0, 641)	0.5048502906988982
  (0, 120)	0.43796761426711117
  (0, 367)	0.4287135331190905
  (0, 359)	0.28406337296731754"
0804728399,0,"  (0, 358)	0.731697241005201
  (0, 653)	0.6816297730479334"
B000003IX5,1,"  (0, 706)	1.0"
0060975008,0,"  (0, 341)	1.0"
0789421909,0,"  (0, 689)	0.48857679339573684
  (0, 661)	0.5367659894844741
  (0, 252)	0.36974628804013276
  (0, 260)	0.5800540250428715"
0071360387,0,"  (0, 159)	0.5715393389170436
  (0, 63)	0.5748362194535009
  (0, 152)	0.5855818515584951"
B00000I7VO,1,"  (0, 80)	0.3415510734946718
  (0, 126)	0.283774598251497
  (0, 175)	0.6964031532021934
  (0, 106)	0.36039475667931664
  (0, 235)	0.3482015766010967
  (0, 352)	0.25828041196042734"
0944502202,0,"  (0, 332)	0.37825918563580857
  (0, 1)	0.6880563690560134
  (0, 207)	0.5795466628199928
  (0, 703)	0.21822943682693155"
0743214552,0,
6304114583,3,
0689713487,0,"  (0, 134)	0.5161514863142249
  (0, 40)	0.49151310686270505
  (0, 418)	0.5353185799637378
  (0, 721)	0.4532510638745318"
B00000IWMO,1,"  (0, 278)	0.4024953578770493
  (0, 302)	0.393000283389717
  (0, 729)	0.3901662250669628
  (0, 560)	0.34414631037563626
  (0, 252)	0.2453485255522057
  (0, 94)	0.4024953578770493
  (0, 390)	0.3532673006729165
  (0, 543)	0.2566820994672517"
0300044461,0,"  (0, 121)	0.6625700513538209
  (0, 378)	0.4830776862570692
  (0, 764)	0.5723957338149119"
0743500393,0,"  (0, 288)	0.4648208240148928
  (0, 842)	0.4012984586272426
  (0, 460)	0.7892408685981203"
1903364035,0,"  (0, 689)	0.6466313041839339
  (0, 298)	0.7628026982446933"
0140269754,0,"  (0, 47)	0.5481968639334742
  (0, 757)	0.3952671901300373
  (0, 282)	0.5353081848609992
  (0, 240)	0.5066450374779476"
6303284159,3,"  (0, 596)	0.5109230154557768
  (0, 749)	0.48420877709198495
  (0, 7)	0.41330688011974354
  (0, 82)	0.4989106833718234
  (0, 703)	0.2911444406609967"
1576906264,0,"  (0, 151)	0.7006817610880456
  (0, 830)	0.6043149786697949
  (0, 359)	0.3792736165802737"
0449005925,0,"  (0, 550)	0.368880951814864
  (0, 859)	0.8216584314783147
  (0, 565)	0.3085862441881469
  (0, 549)	0.305906513932948"
1564145883,0,"  (0, 780)	0.4524317694328394
  (0, 581)	0.43562221147192876
  (0, 701)	0.4096442481631504
  (0, 696)	0.38999218076338993
  (0, 872)	0.4524317694328394
  (0, 252)	0.28450301541162754"
0871202700,0,"  (0, 168)	1.0"
1557989214,0,"  (0, 750)	0.7589714441978661
  (0, 255)	0.4413129951807848
  (0, 359)	0.24613234106989548
  (0, 61)	0.4106385976210987"
1931615039,0,"  (0, 60)	0.6036457944722337
  (0, 634)	0.5496895786692728
  (0, 782)	0.5774539998288896"
0786885270,0,"  (0, 303)	1.0"
156477242X,0,"  (0, 636)	0.5177663719971064
  (0, 123)	0.5002488623907585
  (0, 584)	0.5177663719971064
  (0, 564)	0.4621547833082118"
B000062YB1,1,"  (0, 695)	1.0"
1587611104,0,"  (0, 92)	0.4596031066692905
  (0, 850)	0.3864652092832808
  (0, 867)	0.40671173153366913
  (0, 68)	0.39723021464427705
  (0, 170)	0.3205404777520616
  (0, 359)	0.2586042062608273
  (0, 868)	0.382859004056063"
0876055145,0,"  (0, 233)	0.5283221682546761
  (0, 651)	0.495681514095079
  (0, 101)	0.4229499474377619
  (0, 620)	0.5443242278986689"
1559360828,0,"  (0, 268)	0.3806483195125496
  (0, 639)	0.46113989765759456
  (0, 395)	0.42422776462685097
  (0, 503)	0.38936279792838113
  (0, 38)	0.33776450732245633
  (0, 779)	0.4436207891239105"
037570261X,0,"  (0, 538)	0.4105375265616338
  (0, 243)	0.43181372046231054
  (0, 881)	0.39588120921670683
  (0, 378)	0.324042935008398
  (0, 449)	0.619088115348223"
0970363397,3,"  (0, 363)	1.0"
0679785892,0,"  (0, 297)	0.5116463601682404
  (0, 239)	0.4689504108767465
  (0, 415)	0.4663474107631534
  (0, 369)	0.42114313716798824
  (0, 39)	0.35137169031657883"
156563179X,0,"  (0, 516)	0.40905911992500676
  (0, 168)	0.4047352327149675
  (0, 112)	0.3560749670196952
  (0, 143)	0.3497123566553457
  (0, 382)	0.6478980732104604"
0323019110,0,"  (0, 609)	0.6317462607608928
  (0, 551)	0.7751752460022379"
0764535978,0,"  (0, 87)	1.0"
014030956X,0,"  (0, 515)	1.0"
1853836133,0,"  (0, 828)	0.608577227058571
  (0, 145)	0.5577925749056529
  (0, 189)	0.5643591073827214"
084231413X,0,
B000006MYT,1,"  (0, 105)	1.0"
0060516054,0,"  (0, 244)	0.5749210049236309
  (0, 508)	0.5692343787579814
  (0, 400)	0.587739789479679"
B000006MYV,1,"  (0, 105)	1.0"
0763616680,0,"  (0, 453)	1.0"
047120367X,0,"  (0, 84)	1.0"
0805832025,0,"  (0, 505)	0.5761466678115382
  (0, 518)	0.6643552726221285
  (0, 352)	0.47611667573068506"
B000003EPX,1,
1561641618,0,"  (0, 669)	0.859076627456536
  (0, 307)	0.4490419661356869
  (0, 359)	0.24565964423751213"
0814713378,0,"  (0, 79)	0.4993830542440072
  (0, 177)	0.5156176473590695
  (0, 93)	0.39813128656330043
  (0, 606)	0.3992084005790381
  (0, 868)	0.40850843128680053"
B00006JJ5A,1,
B000066CDC,1,
B00005NWC9,1,
962593457X,0,"  (0, 766)	0.6956656144632869
  (0, 136)	0.7183657514479777"
0521397812,0,"  (0, 115)	0.3409296174948062
  (0, 658)	0.3409296174948062
  (0, 427)	0.2883013557934183
  (0, 24)	0.6537896306111675
  (0, 782)	0.3409296174948062
  (0, 100)	0.20195636019759108
  (0, 712)	0.31615828863603496"
0465007384,0,"  (0, 822)	0.37092327280852233
  (0, 286)	0.7597080734581799
  (0, 846)	0.3670024938377547
  (0, 126)	0.2990968227734852
  (0, 378)	0.24720402289434992"
0393304930,0,"  (0, 39)	1.0"
B00005QD57,1,"  (0, 199)	1.0"
0425151379,0,"  (0, 399)	0.6677986835818585
  (0, 565)	0.5214127055067521
  (0, 532)	0.5312002529578331"
0060937904,0,"  (0, 513)	0.4391575916827969
  (0, 453)	0.3835763408637281
  (0, 328)	0.42533039850801413
  (0, 799)	0.4446222667028741
  (0, 663)	0.4446222667028741
  (0, 378)	0.28935433711276853"
0830814493,0,"  (0, 601)	0.7400221712443975
  (0, 225)	0.6725824752896313"
0380809397,0,"  (0, 310)	1.0"
1585030295,0,"  (0, 8)	0.7423520532929792
  (0, 124)	0.6700100215457213"
1564770613,0,"  (0, 636)	1.0"
0962767107,0,"  (0, 688)	0.5480488152453561
  (0, 374)	0.5129691360111004
  (0, 196)	0.44388391907374924
  (0, 267)	0.48935899705218044"
1566914027,0,"  (0, 16)	0.4553173434885075
  (0, 250)	0.47017472015598694
  (0, 170)	0.33827538975438
  (0, 359)	0.2729122988724964
  (0, 543)	0.6186359891369555"
B000095J90,1,
0070511136,0,"  (0, 702)	1.0"
0849917050,0,"  (0, 103)	1.0"
0062515942,0,"  (0, 512)	0.3660475927551693
  (0, 98)	0.7134542385017786
  (0, 262)	0.42248799355839267
  (0, 314)	0.42248799355839267"
0943233623,0,"  (0, 420)	1.0"
0316112321,0,"  (0, 29)	0.42902190510911886
  (0, 59)	0.8687209126175474
  (0, 703)	0.24751602153694555"
0786853026,0,"  (0, 359)	0.5935635016414287
  (0, 352)	0.8047871578990098"
B00004Z43D,1,"  (0, 460)	1.0"
0676908713,0,"  (0, 435)	0.7350395821190724
  (0, 16)	0.324093987108716
  (0, 148)	0.29417609809465856
  (0, 38)	0.2628629518976791
  (0, 291)	0.2922011022979733
  (0, 252)	0.21045043884521353
  (0, 352)	0.2633866372338233"
B00005UK1F,1,"  (0, 451)	0.44745577029375716
  (0, 207)	0.7537798067012307
  (0, 202)	0.48124768741291185"
B00000IMZD,1,"  (0, 659)	1.0"
189229513X,0,"  (0, 832)	0.6491019316489074
  (0, 602)	0.6180347438952588
  (0, 543)	0.44350844148446505"
B00005A8ML,1,"  (0, 302)	0.7071067811865475
  (0, 8)	0.7071067811865475"
0873419456,0,"  (0, 250)	0.6526499349497785
  (0, 359)	0.7576595953395232"
0553211587,0,"  (0, 70)	0.8067425386775651
  (0, 150)	0.5909031022833419"
B000063RTY,1,"  (0, 509)	0.7327669183367275
  (0, 408)	0.6804797156354447"
0306810123,0,"  (0, 543)	0.6939009895114298
  (0, 449)	0.7200704248579154"
1558746161,0,"  (0, 787)	0.29213279710802914
  (0, 730)	0.5715225829212172
  (0, 132)	0.5606067428776097
  (0, 728)	0.4628961451775921
  (0, 390)	0.24385980538986504"
0764554700,0,"  (0, 241)	1.0"
0486253783,0,"  (0, 218)	0.5907416516224443
  (0, 215)	0.46783014875883344
  (0, 448)	0.43893637005927577
  (0, 236)	0.48938136048470515"
0486270696,0,"  (0, 755)	0.44840176151046796
  (0, 253)	0.5116180976392726
  (0, 802)	0.5359554190355919
  (0, 236)	0.4999345669671827"
0672321424,0,"  (0, 864)	0.46129673798329984
  (0, 407)	0.45123571505025895
  (0, 208)	0.43163677953006735
  (0, 11)	0.45605637848479813
  (0, 781)	0.4350792102471582"
B00000J9GP,1,
0631197761,0,"  (0, 265)	0.6965425027161148
  (0, 398)	0.717515534263873"
0674008197,0,"  (0, 502)	0.5253160595608539
  (0, 638)	0.4818359434060068
  (0, 146)	0.4818359434060068
  (0, 39)	0.3451062077951636
  (0, 845)	0.37498398658180815"
1879664178,0,"  (0, 94)	1.0"
1591820553,0,
1576235440,0,"  (0, 842)	1.0"
059043053X,0,"  (0, 208)	0.6980258602334988
  (0, 150)	0.540197930156974
  (0, 876)	0.47004903435642215"
0827606222,0,"  (0, 377)	0.6218658777417478
  (0, 41)	0.5347434230139552
  (0, 643)	0.5721296196176211"
067972074X,0,"  (0, 701)	0.6711846611890694
  (0, 136)	0.7412901932337389"
0262561484,0,"  (0, 629)	0.7995902547632746
  (0, 58)	0.6005459386987825"
0806624302,0,"  (0, 626)	0.4158582510439309
  (0, 323)	0.3777922470009207
  (0, 387)	0.4114624948187481
  (0, 189)	0.3777922470009207
  (0, 420)	0.3619934278753714
  (0, 24)	0.3906218221892646
  (0, 803)	0.29779509198907617"
B00004ZDMU,1,"  (0, 799)	1.0"
084233484X,0,"  (0, 268)	0.6751759546977125
  (0, 359)	0.44274897995566265
  (0, 87)	0.5900091278499449"
6302150620,3,"  (0, 170)	1.0"
044970436X,0,
0226751295,0,"  (0, 884)	1.0"
078795764X,0,"  (0, 796)	0.5623575697806247
  (0, 120)	0.5909120120995731
  (0, 367)	0.5784262767776582"
0262632551,0,"  (0, 427)	0.5163889117421666
  (0, 101)	0.4455790641300608
  (0, 496)	0.6233429861324237
  (0, 543)	0.38242033298222144"
B0000666XV,1,"  (0, 724)	0.794156999508897
  (0, 531)	0.6077126460186805"
1559456957,0,"  (0, 323)	0.5942504787741396
  (0, 514)	0.6408106183096326
  (0, 135)	0.4860330440806801"
0671722905,0,
1565075528,0,"  (0, 487)	1.0"
9681905164,0,"  (0, 468)	1.0"
0735203199,0,
0802823920,0,"  (0, 792)	0.3081722317722924
  (0, 791)	0.27771232669605816
  (0, 354)	0.594256763141503
  (0, 397)	0.27566803466093937
  (0, 543)	0.2041505137124784
  (0, 165)	0.5975737118073687"
0609809687,0,"  (0, 227)	0.3986071577431047
  (0, 696)	0.3128839052481832
  (0, 252)	0.22825179300423137
  (0, 182)	0.32734903246254804
  (0, 369)	0.31386301812756745
  (0, 170)	0.2611509112027011
  (0, 359)	0.21069015863295895
  (0, 39)	0.26186483756793644
  (0, 293)	0.38131185491058456
  (0, 472)	0.3986071577431047"
0934252459,0,"  (0, 453)	1.0"
0064451798,0,
0312867794,0,
0380709120,0,"  (0, 373)	0.6876380673354748
  (0, 252)	0.39375766028878245
  (0, 49)	0.6100072075926946"
0671729055,0,"  (0, 343)	0.7729311174865395
  (0, 606)	0.6344899428840535"
0345381432,0,
B000002UDD,1,"  (0, 344)	1.0"
0819511927,0,"  (0, 603)	0.5947869711958019
  (0, 602)	0.5452784796400313
  (0, 700)	0.590677440348944"
B00000JYR0,1,"  (0, 408)	0.7423520532929792
  (0, 30)	0.6700100215457213"
0517189682,0,"  (0, 355)	0.6718775963465407
  (0, 135)	0.5274657021383005
  (0, 150)	0.5199619491802692"
1567181406,0,"  (0, 512)	0.5545195494245414
  (0, 508)	0.6269913590405861
  (0, 474)	0.547165336068032"
0399522115,0,"  (0, 13)	0.4286878703057839
  (0, 582)	0.44170400960501416
  (0, 701)	0.37295213428635854
  (0, 647)	0.37003498702048804
  (0, 710)	0.4148991264862223
  (0, 100)	0.25632562375144574
  (0, 471)	0.3275072229935457"
6304493681,2,"  (0, 334)	1.0"
0452264014,0,
0671728687,0,"  (0, 289)	0.7164199688019027
  (0, 667)	0.697669282899771"
0721661947,0,"  (0, 707)	0.5519747460689358
  (0, 223)	0.6558403343599408
  (0, 842)	0.5149731405896575"
0679413278,0,"  (0, 448)	0.7200339357955359
  (0, 803)	0.6939388527116709"
0312144075,0,"  (0, 324)	0.7630258941513443
  (0, 549)	0.6463679175628549"
0310286700,0,"  (0, 795)	1.0"
1881652041,0,"  (0, 268)	0.5217959009289362
  (0, 775)	0.5644389867808707
  (0, 143)	0.5404236462363181
  (0, 359)	0.3421694763771113"
0140445587,0,"  (0, 577)	0.7491653753250254
  (0, 150)	0.6623830013022026"
0201634635,0,"  (0, 796)	0.5526066512633011
  (0, 398)	0.5628263760987244
  (0, 52)	0.6146969654611429"
1885254008,0,"  (0, 883)	0.8391302906758406
  (0, 543)	0.5439304691504969"
B0000024YO,1,"  (0, 379)	0.6035918107121082
  (0, 353)	0.5841634497794173
  (0, 803)	0.5426140340823197"
0802823882,0,"  (0, 792)	0.2949877223065747
  (0, 791)	0.26583098106341163
  (0, 354)	0.5688327206388833
  (0, 404)	0.2893708196172393
  (0, 397)	0.2638741498210213
  (0, 543)	0.19541635760440265
  (0, 165)	0.5720077605388915"
0520210670,0,"  (0, 207)	0.9041065281867358
  (0, 38)	0.42730713273958737"
0142001880,0,"  (0, 441)	1.0"
B00000AGDQ,1,"  (0, 708)	1.0"
B00000AGDX,1,
0375414827,0,"  (0, 436)	0.595270433892641
  (0, 763)	0.6187783658785461
  (0, 427)	0.5126074955108859"
0688070450,0,"  (0, 459)	0.6249226334844806
  (0, 132)	0.7806866862953546"
B00000G4LF,1,"  (0, 379)	0.7185769503514178
  (0, 353)	0.6954474577016269"
0898865069,0,"  (0, 375)	0.717224704280871
  (0, 184)	0.6968419645581176"
0789729768,0,"  (0, 861)	0.584639730350596
  (0, 704)	0.568437321374833
  (0, 275)	0.5788569748770306"
B000002IRS,1,"  (0, 103)	0.7421590143977415
  (0, 96)	0.6702238412263272"
0064434168,0,"  (0, 734)	0.6453695735805359
  (0, 521)	0.6453695735805359
  (0, 252)	0.4086517184509988"
0822008726,0,"  (0, 548)	0.7375024451521085
  (0, 39)	0.4905309018518768
  (0, 449)	0.46418700727513434"
0691026971,0,"  (0, 758)	0.7774661872869669
  (0, 397)	0.6289247392379049"
0910413142,0,"  (0, 55)	0.7471865000403901
  (0, 842)	0.664614425180038"
0130661899,0,"  (0, 41)	1.0"
0812550773,0,"  (0, 550)	0.6823257581754177
  (0, 399)	0.7310482608763538"
0312254288,0,"  (0, 800)	0.8772972566447568
  (0, 359)	0.47994741741526614"
0935172084,0,"  (0, 406)	0.5695058818908151
  (0, 58)	0.8219872568913494"
0439406412,0,"  (0, 459)	1.0"
0875421229,0,"  (0, 475)	0.6849144001301506
  (0, 260)	0.615276069508585
  (0, 703)	0.3902917149830662"
0933149964,0,"  (0, 759)	0.33379365655706494
  (0, 590)	0.32152405724481026
  (0, 66)	0.7412489347567773
  (0, 167)	0.3592715953724174
  (0, 839)	0.32661600226504706"
0941511006,0,"  (0, 183)	0.7162932433147466
  (0, 189)	0.6977993906429277"
B00002CF12,1,"  (0, 444)	1.0"
0895365006,0,"  (0, 705)	1.0"
B00000DR8E,1,
0810836955,0,"  (0, 436)	0.7914222034140145
  (0, 448)	0.6112699043330256"
0451163931,0,"  (0, 543)	1.0"
6305808120,2,
0300011717,0,"  (0, 373)	0.4953772227170369
  (0, 439)	0.4653530473473591
  (0, 128)	0.4953772227170369
  (0, 604)	0.46148030219418207
  (0, 703)	0.2822858240110604"
B00004Y6T1,1,"  (0, 296)	0.7258275230136704
  (0, 13)	0.6878767381121706"
0449001962,0,"  (0, 118)	0.6729180128711122
  (0, 703)	0.38822723824332905
  (0, 530)	0.6296514586972314"
B000008QR0,1,"  (0, 819)	0.6813763078722487
  (0, 310)	0.7319332804773824"
6300213064,3,"  (0, 266)	0.4940349460953551
  (0, 560)	0.4107089539967298
  (0, 817)	0.4268719679039549
  (0, 744)	0.39209896070253475
  (0, 481)	0.4079026356966555
  (0, 703)	0.29137912582920245"
0060618116,0,"  (0, 614)	1.0"
0300042647,0,"  (0, 761)	0.4875275876682886
  (0, 288)	0.4842935235261715
  (0, 403)	0.5064323766344102
  (0, 168)	0.5208674324906172"
0199104255,0,"  (0, 673)	0.760313219775347
  (0, 703)	0.438648239261523
  (0, 876)	0.47907361650127467"
0345425502,0,"  (0, 449)	1.0"
0781730589,0,"  (0, 870)	1.0"
1561582999,0,"  (0, 100)	0.6871835384543491
  (0, 543)	0.7264838501146189"
0691049890,0,
0913580813,0,"  (0, 171)	0.31053811135760734
  (0, 225)	0.27212369350866417
  (0, 265)	0.789954705960375
  (0, 703)	0.1956787569265553
  (0, 830)	0.2892014917696727
  (0, 170)	0.2249764700234977
  (0, 359)	0.18150550553178998"
0825434203,0,"  (0, 755)	0.6396429094212456
  (0, 3)	0.7686721982920447"
0060000708,0,"  (0, 865)	0.6180595976503779
  (0, 339)	0.5096717032143145
  (0, 461)	0.5985291043005951"
0739828320,0,"  (0, 703)	1.0"
043924238X,0,"  (0, 532)	1.0"
B000003MU4,1,"  (0, 470)	1.0"
B000003MU3,1,
1855790394,0,"  (0, 591)	1.0"
0500203679,0,"  (0, 228)	0.5334219003814047
  (0, 58)	0.7699060160792924
  (0, 876)	0.35029388033250486"
0380787075,0,"  (0, 297)	0.55124862755138
  (0, 405)	0.5762518154321972
  (0, 565)	0.4226636370496103
  (0, 532)	0.43059754498813857"
0553271598,0,"  (0, 40)	0.6724186950935727
  (0, 680)	0.7401709927365817"
